,Road_1st,Road_2nd,Road_3rd,Road_4th,Road_5th,Road_6th,Road_7th,Road_8th,Road_9th,Home_1st,Home_2nd,Home_3rd,Home_4th,Home_5th,Home_6th,Home_7th,Home_8th,Home_9th,OT_number,Game_Date,Game_Start,Game_Visitor,Game_Visitor_Points,Game_Home,Game_Home_Points,Game_OT,Season,Road_Minutes_Played,Road_Field_Goals,Road_Field_Goal_Attempts,Road_Field_Goal_Percentage,Road_t3_Point_Field_Goals,Road_t3_Point_Field_Goal_Attempts,Road_t3_Point_Field_Goal_Percentage,Road_Free_Throws,Road_Free_Throw_Attempts,Road_Free_Throw_Percentage,Road_Offensive_Rebounds,Road_Defensive_Rebounds,Road_Total_Rebounds,Road_Assists,Road_Steals,Road_Blocks,Road_Turnovers,Road_Personal_Fouls,Road_Points,Home_Minutes_Played,Home_Field_Goals,Home_Field_Goal_Attempts,Home_Field_Goal_Percentage,Home_t3_Point_Field_Goals,Home_t3_Point_Field_Goal_Attempts,Home_t3_Point_Field_Goal_Percentage,Home_Free_Throws,Home_Free_Throw_Attempts,Home_Free_Throw_Percentage,Home_Offensive_Rebounds,Home_Defensive_Rebounds,Home_Total_Rebounds,Home_Assists,Home_Steals,Home_Blocks,Home_Turnovers,Home_Personal_Fouls,Home_Points,Road_True_Shooting_Percentage,Road_Effective_Field_Goal_Percentage,Road_t3_Point_Attempt_Rate,Road_Free_Throw_Attempt_Rate,Road_Offensive_Rebound_Percentage,Road_Defensive_Rebound_Percentage,Road_Total_Rebound_Percentage,Road_Assist_Percentage,Road_Steal_Percentage,Road_Block_Percentage,Road_Turnover_Percentage,Road_Usage_Percentage,Road_Offensive_Rating,Road_Defensive_Rating,Home_True_Shooting_Percentage,Home_Effective_Field_Goal_Percentage,Home_t3_Point_Attempt_Rate,Home_Free_Throw_Attempt_Rate,Home_Offensive_Rebound_Percentage,Home_Defensive_Rebound_Percentage,Home_Total_Rebound_Percentage,Home_Assist_Percentage,Home_Steal_Percentage,Home_Block_Percentage,Home_Turnover_Percentage,Home_Usage_Percentage,Home_Offensive_Rating,Home_Defensive_Rating,Road_Pace,Road_eFG%,Road_TOV%,Road_ORB%,Road_FT/FGA,Road_ORt,Home_Pace,Home_eFG%,Home_TOV%,Home_ORB%,Home_FT/FGA,Home_ORt
697,28,32,19,21,15,0,0,0,0,21,27,25,27,11,0,0,0,0,1,20100131,6:00 pm,PHO,115,HOU,111,1,2010,15900,40,83,0.4819,3,14,0.2143,32,35,0.9143,9,46,55,26,4,11,16,26,115,15900,40,106,0.3774,11,34,0.3235,20,29,0.6897,18,28,46,18,11,3,8,27,111,0.584,0.5,0.16899999999999998,0.42200000000000004,24.3,71.9,54.5,65.0,3.9,15.3,14.0,100.0,110.8,107.0,0.467,0.429,0.321,0.27399999999999997,28.1,75.7,45.5,45.0,10.6,4.3,6.3,100.0,107.0,110.8,94.0,0.5,14.0,24.3,0.386,110.8,94.0,0.429,6.3,28.1,0.18899999999999997,107.0
698,26,20,26,19,0,0,0,0,0,23,26,33,30,0,0,0,0,0,0,20100131,6:00 pm,NYK,91,MIN,112,0,2010,14400,35,88,0.3977,9,28,0.3214,12,16,0.75,9,27,36,21,5,6,13,22,91,14400,42,84,0.5,8,19,0.4211,20,25,0.8,16,42,58,29,7,5,18,19,112,0.479,0.449,0.318,0.182,17.6,62.8,38.3,60.0,5.2,9.2,12.0,100.0,94.5,116.3,0.589,0.5479999999999999,0.226,0.298,37.2,82.4,61.7,69.0,7.3,8.3,15.9,100.0,116.3,94.5,96.3,0.449,12.0,17.6,0.136,94.5,96.3,0.5479999999999999,15.9,37.2,0.23800000000000002,116.3
699,22,24,23,14,0,0,0,0,0,25,23,12,19,0,0,0,0,0,0,20100131,6:00 pm,PHI,83,NJN,79,0,2010,14400,31,85,0.3647,3,10,0.3,18,29,0.6207,14,33,47,18,14,4,12,12,83,14400,32,81,0.3951,7,22,0.3182,8,10,0.8,11,39,50,19,8,5,17,21,79,0.425,0.382,0.11800000000000001,0.341,26.4,75.0,48.5,58.1,15.4,6.8,10.9,100.0,91.1,86.7,0.46299999999999997,0.43799999999999994,0.272,0.12300000000000001,25.0,73.6,51.5,59.4,8.8,6.7,16.6,100.0,86.7,91.1,91.1,0.382,10.9,26.4,0.212,91.1,91.1,0.43799999999999994,16.6,25.0,0.099,86.7
700,26,29,20,29,0,0,0,0,0,29,25,33,25,0,0,0,0,0,0,20100131,6:00 pm,GSW,104,OKC,112,0,2010,14400,37,79,0.4684,6,13,0.4615,24,29,0.8276,9,22,31,25,9,4,18,25,104,14400,39,76,0.5132,4,10,0.4,30,41,0.7317,14,31,45,17,11,4,18,21,112,0.5670000000000001,0.506,0.165,0.36700000000000005,22.5,61.1,40.8,67.6,9.3,6.1,16.4,100.0,107.5,115.8,0.595,0.539,0.132,0.539,38.9,77.5,59.2,43.6,11.4,6.1,16.1,100.0,115.8,107.5,96.7,0.506,16.4,22.5,0.304,107.5,96.7,0.539,16.1,38.9,0.395,115.8
701,21,24,30,28,0,0,0,0,0,23,18,27,21,0,0,0,0,0,0,20100131,12:00 pm,DEN,103,SAS,89,0,2010,14400,37,69,0.5362,9,12,0.75,20,25,0.8,7,34,41,22,10,2,19,21,103,14400,34,79,0.4304,3,17,0.1765,18,21,0.8571,9,24,33,20,12,5,15,20,89,0.644,0.601,0.174,0.36200000000000004,22.6,79.1,55.4,59.5,11.0,3.2,19.2,100.0,112.8,97.5,0.504,0.449,0.215,0.266,20.9,77.4,44.6,58.8,13.1,8.8,14.5,100.0,97.5,112.8,91.3,0.601,19.2,22.6,0.29,112.8,91.3,0.449,14.5,20.9,0.228,97.5
702,29,30,27,16,0,0,0,0,0,32,31,32,22,0,0,0,0,0,0,20100131,6:00 pm,IND,102,TOR,117,0,2010,14400,39,82,0.4756,10,27,0.3704,14,20,0.7,5,27,32,25,6,1,11,19,102,14400,50,83,0.6024,7,16,0.4375,10,16,0.625,8,36,44,32,5,3,14,15,117,0.562,0.537,0.32899999999999996,0.244,12.2,77.1,42.1,64.1,6.3,1.5,10.8,100.0,107.0,122.7,0.65,0.645,0.193,0.193,22.9,87.8,57.9,64.0,5.2,5.5,13.5,100.0,122.7,107.0,95.4,0.537,10.8,12.2,0.171,107.0,95.4,0.645,13.5,22.9,0.12,122.7
703,26,38,14,21,10,0,0,0,0,26,24,23,26,13,0,0,0,0,1,20100201,7:00 pm,SAC,109,DEN,112,1,2010,15900,40,82,0.4878,7,19,0.3684,22,24,0.9167,8,40,48,27,4,5,19,29,109,15900,41,89,0.4607,4,21,0.1905,26,38,0.6842,5,28,33,27,7,6,9,20,112,0.589,0.53,0.23199999999999998,0.293,22.2,88.9,59.3,67.5,3.8,7.4,17.0,100.0,104.8,107.6,0.53,0.483,0.23600000000000002,0.42700000000000005,11.1,77.8,40.7,65.9,6.7,9.5,7.8,100.0,107.6,104.8,94.2,0.53,17.0,22.2,0.268,104.8,94.2,0.483,7.8,11.1,0.292,107.6
704,24,26,21,22,0,0,0,0,0,24,28,18,25,0,0,0,0,0,0,20100201,7:00 pm,LAL,93,MEM,95,0,2010,14400,34,73,0.4658,8,20,0.4,17,27,0.6296,5,34,39,17,7,0,15,24,93,14400,34,82,0.4146,5,17,0.2941,22,32,0.6875,12,37,49,14,7,3,10,21,95,0.5479999999999999,0.521,0.27399999999999997,0.37,11.9,73.9,44.3,50.0,7.6,0.0,15.0,100.0,100.4,102.6,0.494,0.445,0.207,0.39,26.1,88.1,55.7,41.2,7.6,5.7,9.4,100.0,102.6,100.4,92.6,0.521,15.0,11.9,0.233,100.4,92.6,0.445,9.4,26.1,0.268,102.6
705,21,33,22,21,0,0,0,0,0,17,21,21,22,0,0,0,0,0,0,20100201,7:30 pm,MIL,97,MIA,81,0,2010,14400,37,73,0.5068,5,16,0.3125,18,22,0.8182,9,38,47,22,7,4,14,23,97,14400,28,77,0.3636,6,22,0.2727,19,28,0.6786,11,27,38,13,11,4,12,19,81,0.5870000000000001,0.541,0.21899999999999997,0.301,25.0,77.6,55.3,59.5,8.0,7.3,14.5,100.0,111.1,92.8,0.45299999999999996,0.40299999999999997,0.28600000000000003,0.364,22.4,75.0,44.7,46.4,12.6,7.0,11.8,100.0,92.8,111.1,87.3,0.541,14.5,25.0,0.247,111.1,87.3,0.40299999999999997,11.8,22.4,0.247,92.8
706,30,29,26,24,0,0,0,0,0,31,15,24,30,0,0,0,0,0,0,20100201,7:00 pm,PHO,109,NOH,100,0,2010,14400,43,83,0.5181,6,21,0.2857,17,23,0.7391,10,34,44,28,6,7,15,15,109,14400,41,90,0.4556,6,18,0.3333,12,16,0.75,11,27,38,30,8,1,11,19,100,0.585,0.5539999999999999,0.253,0.27699999999999997,27.0,75.6,53.7,65.1,6.3,9.7,13.9,100.0,114.6,105.1,0.515,0.489,0.2,0.17800000000000002,24.4,73.0,46.3,73.2,8.4,1.6,10.2,100.0,105.1,114.6,95.1,0.5539999999999999,13.9,27.0,0.205,114.6,95.1,0.489,10.2,24.4,0.133,105.1
707,19,24,22,14,0,0,0,0,0,29,22,21,26,0,0,0,0,0,0,20100201,7:00 pm,CHA,79,POR,98,0,2010,14400,26,64,0.4062,6,23,0.2609,21,24,0.875,11,21,32,15,9,1,21,16,79,14400,40,75,0.5333,7,20,0.35,11,13,0.8462,13,26,39,21,9,3,18,20,98,0.53,0.45299999999999996,0.359,0.375,29.7,61.8,45.1,57.7,10.8,1.8,22.0,100.0,95.0,117.8,0.607,0.58,0.267,0.17300000000000001,38.2,70.3,54.9,52.5,10.8,7.3,18.2,100.0,117.8,95.0,83.2,0.45299999999999996,22.0,29.7,0.32799999999999996,95.0,83.2,0.58,18.2,38.2,0.147,117.8
708,26,20,30,16,0,0,0,0,0,24,29,24,27,0,0,0,0,0,0,20100201,7:00 pm,DAL,92,UTA,104,0,2010,14400,36,78,0.4615,4,11,0.3636,16,18,0.8889,9,25,34,20,8,7,15,20,92,14400,39,79,0.4937,4,14,0.2857,22,25,0.88,13,30,43,26,11,6,14,16,104,0.535,0.48700000000000004,0.141,0.231,23.1,65.8,44.2,55.6,9.0,10.8,14.9,100.0,103.3,116.7,0.578,0.519,0.177,0.316,34.2,76.9,55.8,66.7,12.3,9.0,13.5,100.0,116.7,103.3,89.1,0.48700000000000004,14.9,23.1,0.205,103.3,89.1,0.519,13.5,34.2,0.278,116.7
709,24,24,26,25,0,0,0,0,0,23,31,24,10,0,0,0,0,0,0,20100201,7:00 pm,BOS,99,WAS,88,0,2010,14400,34,62,0.5484,3,8,0.375,28,36,0.7778,4,35,39,24,6,6,16,23,99,14400,28,72,0.3889,1,10,0.1,31,36,0.8611,9,26,35,15,10,2,13,24,88,0.636,0.573,0.129,0.581,13.3,79.5,52.7,70.6,6.7,9.7,17.1,100.0,111.1,98.8,0.501,0.396,0.139,0.5,20.5,86.7,47.3,53.6,11.2,3.7,12.9,100.0,98.8,111.1,89.1,0.573,17.1,13.3,0.452,111.1,89.1,0.396,12.9,20.5,0.431,98.8
710,31,19,28,12,0,0,0,0,0,26,16,21,19,0,0,0,0,0,0,20100202,7:00 pm,LAC,90,CHI,82,0,2010,14400,37,82,0.4512,6,14,0.4286,10,17,0.5882,7,35,42,21,11,7,14,15,90,14400,30,79,0.3797,5,15,0.3333,17,21,0.8095,11,36,47,18,5,8,19,16,82,0.503,0.488,0.171,0.207,16.3,76.1,47.2,56.8,11.7,10.9,13.5,100.0,95.3,86.9,0.465,0.41100000000000003,0.19,0.266,23.9,83.7,52.8,60.0,5.3,11.8,17.7,100.0,86.9,95.3,94.4,0.488,13.5,16.3,0.122,95.3,94.4,0.41100000000000003,17.7,23.9,0.215,86.9
711,16,21,25,27,0,0,0,0,0,28,27,31,19,0,0,0,0,0,0,20100202,7:00 pm,MEM,89,CLE,105,0,2010,14400,35,92,0.3804,2,14,0.1429,17,23,0.7391,13,27,40,17,13,4,14,21,89,14400,40,81,0.4938,5,18,0.2778,20,24,0.8333,10,33,43,27,9,10,18,18,105,0.436,0.391,0.152,0.25,28.3,73.0,48.2,48.6,13.4,6.3,12.1,100.0,91.4,107.9,0.573,0.525,0.222,0.29600000000000004,27.0,71.7,51.8,67.5,9.2,12.8,16.4,100.0,107.9,91.4,97.4,0.391,12.1,28.3,0.185,91.4,97.4,0.525,16.4,27.0,0.247,107.9
712,25,24,19,29,0,0,0,0,0,39,20,24,36,0,0,0,0,0,0,20100202,7:30 pm,GSW,97,HOU,119,0,2010,14400,41,98,0.4184,6,24,0.25,9,15,0.6,10,25,35,23,6,7,6,23,97,14400,43,86,0.5,7,22,0.3182,26,31,0.8387,12,45,57,22,2,5,16,14,119,0.46399999999999997,0.449,0.245,0.153,18.2,67.6,38.0,56.1,6.0,10.9,5.4,100.0,97.8,120.0,0.597,0.541,0.256,0.36,32.4,81.8,62.0,51.2,2.0,6.8,13.8,100.0,120.0,97.8,99.2,0.449,5.4,18.2,0.092,97.8,99.2,0.541,13.8,32.4,0.302,120.0
713,34,19,33,29,0,0,0,0,0,32,26,42,30,0,0,0,0,0,0,20100202,7:00 pm,TOR,115,IND,130,0,2010,14400,41,92,0.4457,8,20,0.4,25,34,0.7353,14,32,46,27,2,5,16,28,115,14400,44,84,0.5238,9,24,0.375,33,35,0.9429,9,37,46,24,6,7,14,27,130,0.5379999999999999,0.489,0.217,0.37,27.5,78.0,50.0,65.9,1.9,8.3,13.0,100.0,109.9,124.3,0.654,0.5770000000000001,0.28600000000000003,0.41700000000000004,22.0,72.5,50.0,54.5,5.7,9.7,12.3,100.0,124.3,109.9,104.6,0.489,13.0,27.5,0.272,109.9,104.6,0.5770000000000001,12.3,22.0,0.39299999999999996,124.3
714,24,19,28,26,0,0,0,0,0,29,19,19,26,0,0,0,0,0,0,20100202,7:30 pm,DET,97,NJN,93,0,2010,14400,38,82,0.4634,3,8,0.375,18,24,0.75,10,29,39,24,10,1,8,20,97,14400,33,73,0.4521,4,15,0.2667,23,28,0.8214,8,32,40,24,5,5,13,18,93,0.524,0.48200000000000004,0.098,0.293,23.8,78.4,49.4,63.2,11.3,1.7,8.0,100.0,110.0,105.5,0.545,0.479,0.205,0.384,21.6,76.2,50.6,72.7,5.7,6.8,13.2,100.0,105.5,110.0,88.2,0.48200000000000004,8.0,23.8,0.22,110.0,88.2,0.479,13.2,21.6,0.315,105.5
715,22,27,23,27,0,0,0,0,0,22,27,30,27,0,0,0,0,0,0,20100202,7:00 pm,ATL,99,OKC,106,0,2010,14400,36,75,0.48,6,14,0.4286,21,25,0.84,9,26,35,16,2,4,10,24,99,14400,37,81,0.4568,5,15,0.3333,27,32,0.8438,17,28,45,20,10,7,6,16,106,0.5760000000000001,0.52,0.187,0.33299999999999996,24.3,60.5,43.8,44.4,2.4,6.1,10.4,100.0,119.3,127.7,0.557,0.488,0.185,0.395,39.5,75.7,56.3,54.1,12.0,11.5,5.9,100.0,127.7,119.3,83.0,0.52,10.4,24.3,0.28,119.3,83.0,0.488,5.9,39.5,0.33299999999999996,127.7
716,26,10,21,25,0,0,0,0,0,23,27,25,24,0,0,0,0,0,0,20100202,7:00 pm,MIL,82,ORL,99,0,2010,14400,33,91,0.3626,7,22,0.3182,9,19,0.4737,14,30,44,17,5,4,9,24,82,14400,33,71,0.4648,9,16,0.5625,24,34,0.7059,6,43,49,21,5,8,13,15,99,0.413,0.401,0.242,0.209,24.6,83.3,47.3,51.5,5.5,7.3,8.3,100.0,89.5,108.1,0.5760000000000001,0.528,0.225,0.479,16.7,75.4,52.7,63.6,5.5,11.6,13.1,100.0,108.1,89.5,91.6,0.401,8.3,24.6,0.099,89.5,91.6,0.528,13.1,16.7,0.33799999999999997,108.1
717,23,23,26,25,0,0,0,0,0,17,24,28,34,0,0,0,0,0,0,20100203,7:00 pm,LAC,97,ATL,103,0,2010,14400,39,89,0.4382,7,18,0.3889,12,18,0.6667,14,35,49,21,7,8,13,24,97,14400,36,79,0.4557,6,14,0.4286,25,28,0.8929,6,36,42,22,9,2,9,15,103,0.5,0.478,0.20199999999999999,0.20199999999999999,28.0,85.4,53.8,53.8,7.5,12.3,11.8,100.0,103.9,110.3,0.564,0.494,0.177,0.354,14.6,72.0,46.2,61.1,9.6,2.8,9.0,100.0,110.3,103.9,93.3,0.478,11.8,28.0,0.135,103.9,93.3,0.494,9.0,14.6,0.316,110.3
718,26,25,23,28,0,0,0,0,0,27,26,21,33,0,0,0,0,0,0,20100203,8:00 pm,MIA,102,BOS,107,0,2010,14400,38,73,0.5205,9,23,0.3913,17,22,0.7727,6,25,31,22,8,7,13,27,102,14400,37,76,0.4868,6,16,0.375,27,39,0.6923,15,26,41,29,9,2,17,19,107,0.617,0.5820000000000001,0.315,0.301,18.8,62.5,43.1,57.9,8.9,11.7,13.6,100.0,112.9,118.4,0.574,0.526,0.21100000000000002,0.513,37.5,81.3,56.9,78.4,10.0,4.0,15.4,100.0,118.4,112.9,90.4,0.5820000000000001,13.6,18.8,0.233,112.9,90.4,0.526,15.4,37.5,0.355,118.4
719,21,27,27,26,0,0,0,0,0,32,30,19,29,0,0,0,0,0,0,20100203,7:30 pm,GSW,101,DAL,110,0,2010,14400,38,77,0.4935,6,16,0.375,19,27,0.7037,15,25,40,13,8,5,20,22,101,14400,43,79,0.5443,5,17,0.2941,19,21,0.9048,7,24,31,32,9,2,15,18,110,0.568,0.532,0.20800000000000002,0.35100000000000003,38.5,78.1,56.3,34.2,8.6,8.1,18.4,100.0,108.8,118.5,0.623,0.5760000000000001,0.215,0.266,21.9,61.5,43.7,74.4,9.7,3.3,14.5,100.0,118.5,108.8,92.9,0.532,18.4,38.5,0.247,108.8,92.9,0.5760000000000001,14.5,21.9,0.24100000000000002,118.5
720,28,32,26,23,0,0,0,0,0,22,27,23,25,0,0,0,0,0,0,20100203,8:30 pm,PHO,109,DEN,97,0,2010,14400,43,87,0.4943,9,18,0.5,14,15,0.9333,12,35,47,22,5,7,12,24,109,14400,35,79,0.44299999999999995,4,14,0.2857,23,33,0.6970000000000001,8,31,39,18,10,5,9,15,97,0.5820000000000001,0.546,0.207,0.172,27.9,81.4,54.7,51.2,5.4,10.8,11.4,100.0,118.3,105.3,0.519,0.46799999999999997,0.177,0.418,18.6,72.1,45.3,51.4,10.9,7.2,8.8,100.0,105.3,118.3,92.2,0.546,11.4,27.9,0.161,118.3,92.2,0.46799999999999997,8.8,18.6,0.29100000000000004,105.3
721,21,26,20,30,0,0,0,0,0,19,30,23,27,0,0,0,0,0,0,20100203,7:30 pm,CHA,97,LAL,99,0,2010,14400,37,82,0.4512,6,20,0.3,17,22,0.7727,18,27,45,15,4,3,13,19,97,14400,39,84,0.4643,6,17,0.3529,15,20,0.75,16,22,38,24,9,4,7,23,99,0.529,0.488,0.244,0.268,45.0,62.8,54.2,40.5,4.9,4.5,12.4,100.0,118.9,121.3,0.5329999999999999,0.5,0.20199999999999999,0.23800000000000002,37.2,55.0,45.8,61.5,11.0,6.5,7.0,100.0,121.3,118.9,81.6,0.488,12.4,45.0,0.207,118.9,81.6,0.5,7.0,37.2,0.179,121.3
722,22,36,24,21,0,0,0,0,0,22,30,24,23,0,0,0,0,0,0,20100203,7:00 pm,OKC,103,NOH,99,0,2010,14400,42,73,0.5753,5,12,0.4167,14,17,0.8235,5,38,43,24,4,6,18,15,103,14400,41,91,0.4505,8,23,0.3478,9,11,0.8182,10,27,37,30,10,5,9,13,99,0.64,0.61,0.16399999999999998,0.233,15.6,79.2,53.8,57.1,4.3,8.8,18.3,100.0,110.8,106.5,0.516,0.495,0.253,0.121,20.8,84.4,46.3,73.2,10.8,8.2,8.6,100.0,106.5,110.8,92.9,0.61,18.3,15.6,0.192,110.8,92.9,0.495,8.6,20.8,0.099,106.5
723,22,23,20,20,0,0,0,0,0,22,19,31,35,0,0,0,0,0,0,20100203,7:30 pm,WAS,85,NYK,107,0,2010,14400,37,77,0.4805,5,20,0.25,6,7,0.8571,4,27,31,13,8,7,14,13,85,14400,46,88,0.5227,9,18,0.5,6,8,0.75,14,33,47,21,10,1,10,8,107,0.531,0.513,0.26,0.091,10.8,65.9,39.7,35.1,9.1,10.0,14.9,100.0,97.1,122.3,0.585,0.574,0.205,0.091,34.1,89.2,60.3,45.7,11.4,1.8,9.9,100.0,122.3,97.1,87.5,0.513,14.9,10.8,0.078,97.1,87.5,0.574,9.9,34.1,0.068,122.3
724,25,26,19,24,9,0,0,0,0,26,19,26,23,12,0,0,0,0,1,20100203,7:00 pm,CHI,103,PHI,106,1,2010,15900,38,86,0.4419,8,22,0.3636,19,25,0.76,10,31,41,22,7,0,17,16,103,15900,45,86,0.5233,5,15,0.3333,11,19,0.5789,9,34,43,19,8,7,15,18,106,0.531,0.488,0.256,0.29100000000000004,22.7,77.5,48.8,57.9,7.0,0.0,14.9,100.0,103.0,106.0,0.562,0.552,0.174,0.221,22.5,77.3,51.2,42.2,8.0,10.9,13.7,100.0,106.0,103.0,90.6,0.488,14.9,22.7,0.221,103.0,90.6,0.552,13.7,22.5,0.128,106.0
725,31,30,27,27,0,0,0,0,0,29,31,23,30,0,0,0,0,0,0,20100203,7:00 pm,SAS,115,SAC,113,0,2010,14400,44,84,0.5238,4,13,0.3077,23,28,0.8214,11,27,38,22,6,4,14,18,115,14400,45,86,0.5233,9,22,0.4091,14,19,0.7368,11,23,34,18,8,5,12,23,113,0.597,0.5479999999999999,0.155,0.33299999999999996,32.4,71.1,52.8,50.0,6.4,6.3,12.7,100.0,122.2,120.1,0.599,0.5760000000000001,0.256,0.221,28.9,67.6,47.2,40.0,8.5,7.0,11.3,100.0,120.1,122.2,94.1,0.5479999999999999,12.7,32.4,0.27399999999999997,122.2,94.1,0.5760000000000001,11.3,28.9,0.163,120.1
726,22,34,22,21,0,0,0,0,0,28,29,26,25,0,0,0,0,0,0,20100203,7:00 pm,NJN,99,TOR,108,0,2010,14400,39,89,0.4382,7,17,0.4118,14,17,0.8235,13,30,43,21,5,2,13,19,99,14400,37,78,0.4744,10,19,0.5263,24,29,0.8276,9,31,40,21,6,6,10,16,108,0.513,0.478,0.191,0.191,29.5,76.9,51.8,53.8,5.5,3.4,11.9,100.0,108.5,118.4,0.595,0.5379999999999999,0.244,0.37200000000000005,23.1,70.5,48.2,56.8,6.6,8.3,9.9,100.0,118.4,108.5,91.2,0.478,11.9,29.5,0.157,108.5,91.2,0.5379999999999999,9.9,23.1,0.308,118.4
727,27,25,25,28,0,0,0,0,0,29,31,28,30,0,0,0,0,0,0,20100203,7:00 pm,POR,105,UTA,118,0,2010,14400,37,87,0.4253,8,19,0.4211,23,28,0.8214,16,22,38,17,7,1,8,23,105,14400,42,67,0.6269,5,13,0.3846,29,32,0.9062,4,31,35,32,6,7,10,19,118,0.529,0.47100000000000003,0.218,0.322,34.0,84.6,52.1,45.9,8.1,1.9,7.5,100.0,120.9,135.9,0.728,0.664,0.19399999999999998,0.478,15.4,66.0,47.9,76.2,6.9,10.3,11.0,100.0,135.9,120.9,86.8,0.47100000000000003,7.5,34.0,0.264,120.9,86.8,0.664,11.0,15.4,0.433,135.9
728,28,24,21,13,0,0,0,0,0,29,27,25,21,0,0,0,0,0,0,20100204,8:00 pm,MIA,86,CLE,102,0,2010,14400,36,87,0.4138,4,17,0.2353,10,14,0.7143,15,25,40,21,8,4,13,23,86,14400,34,70,0.4857,5,20,0.25,29,36,0.8056,11,32,43,16,9,7,14,16,102,0.462,0.43700000000000006,0.195,0.161,31.9,69.4,48.2,58.3,9.2,8.0,12.2,100.0,98.4,116.7,0.594,0.521,0.28600000000000003,0.514,30.6,68.1,51.8,47.1,10.3,10.0,14.0,100.0,116.7,98.4,87.4,0.43700000000000006,12.2,31.9,0.115,98.4,87.4,0.521,14.0,30.6,0.414,116.7
729,24,29,21,19,0,0,0,0,0,26,25,15,30,0,0,0,0,0,0,20100204,7:30 pm,SAS,93,POR,96,0,2010,14400,37,84,0.4405,4,17,0.2353,15,22,0.6818,10,26,36,18,6,4,6,18,93,14400,39,76,0.5132,6,13,0.4615,12,18,0.6667,10,35,45,30,4,2,12,20,96,0.496,0.46399999999999997,0.20199999999999999,0.262,22.2,72.2,44.4,48.6,7.0,6.3,6.0,100.0,108.2,111.7,0.5720000000000001,0.5529999999999999,0.171,0.237,27.8,77.8,55.6,76.9,4.7,3.0,12.5,100.0,111.7,108.2,85.9,0.46399999999999997,6.0,22.2,0.179,108.2,85.9,0.5529999999999999,12.5,27.8,0.158,111.7
730,20,26,24,11,0,0,0,0,0,27,23,14,27,0,0,0,0,0,0,20100205,8:00 pm,CHI,81,ATL,91,0,2010,14400,33,76,0.4342,0,10,0.0,15,20,0.75,9,31,40,15,3,3,14,10,81,14400,39,88,0.4432,8,18,0.4444,5,11,0.4545,14,30,44,21,5,2,8,21,91,0.478,0.434,0.132,0.263,23.1,68.9,47.6,45.5,3.5,4.3,14.2,100.0,94.5,106.1,0.49,0.489,0.205,0.125,31.1,76.9,52.4,53.8,5.8,3.0,7.9,100.0,106.1,94.5,85.7,0.434,14.2,23.1,0.19699999999999998,94.5,85.7,0.489,7.9,31.1,0.057,106.1
731,25,30,18,14,0,0,0,0,0,29,22,21,24,0,0,0,0,0,0,20100205,7:30 pm,NJN,87,BOS,96,0,2010,14400,30,68,0.4412,5,16,0.3125,22,27,0.8148,8,25,33,15,5,2,15,18,87,14400,36,72,0.5,5,15,0.3333,19,25,0.76,7,29,36,26,6,1,12,19,96,0.545,0.478,0.235,0.397,21.6,78.1,47.8,50.0,5.9,3.5,15.8,100.0,102.0,112.6,0.578,0.535,0.20800000000000002,0.34700000000000003,21.9,78.4,52.2,72.2,7.0,1.9,12.6,100.0,112.6,102.0,85.3,0.478,15.8,21.6,0.324,102.0,85.3,0.535,12.6,21.9,0.264,112.6
732,32,25,32,28,0,0,0,0,0,29,32,19,28,0,0,0,0,0,0,20100205,7:30 pm,MIN,117,DAL,108,0,2010,14400,44,83,0.5301,12,22,0.5455,17,20,0.85,7,33,40,26,5,3,16,24,117,14400,35,82,0.4268,9,19,0.4737,29,35,0.8286,14,28,42,20,9,5,14,22,108,0.637,0.602,0.265,0.24100000000000002,20.0,70.2,48.8,59.1,5.2,4.8,14.8,100.0,120.8,111.5,0.5539999999999999,0.48200000000000004,0.23199999999999998,0.42700000000000005,29.8,80.0,51.2,57.1,9.3,8.2,12.6,100.0,111.5,120.8,96.8,0.602,14.8,20.0,0.205,120.8,96.8,0.48200000000000004,12.6,29.8,0.354,111.5
733,20,17,19,27,0,0,0,0,0,24,28,24,31,0,0,0,0,0,0,20100205,7:00 pm,DET,83,IND,107,0,2010,14400,34,87,0.3908,4,13,0.3077,11,14,0.7857,14,28,42,10,10,5,12,18,83,14400,41,79,0.519,10,27,0.3704,15,19,0.7895,11,36,47,22,8,4,16,17,107,0.445,0.414,0.149,0.161,28.0,71.8,47.2,29.4,11.1,9.6,11.4,100.0,92.3,119.0,0.612,0.5820000000000001,0.342,0.24100000000000002,28.2,72.0,52.8,53.7,8.9,5.4,15.5,100.0,119.0,92.3,89.9,0.414,11.4,28.0,0.126,92.3,89.9,0.5820000000000001,15.5,28.2,0.19,119.0
734,30,29,35,32,0,0,0,0,0,30,34,25,24,0,0,0,0,0,0,20100205,7:30 pm,DEN,126,LAL,113,0,2010,14400,48,84,0.5714,15,22,0.6818,15,21,0.7143,8,33,41,25,9,4,13,21,126,14400,44,98,0.449,8,26,0.3077,17,20,0.85,18,30,48,17,10,2,12,21,113,0.6759999999999999,0.6609999999999999,0.262,0.25,21.1,64.7,46.1,52.1,9.2,5.6,12.2,100.0,129.3,116.0,0.529,0.49,0.265,0.204,35.3,78.9,53.9,38.6,10.3,3.2,10.1,100.0,116.0,129.3,97.4,0.6609999999999999,12.2,21.1,0.179,129.3,97.4,0.49,10.1,35.3,0.17300000000000001,116.0
