,Road_1st,Road_2nd,Road_3rd,Road_4th,Road_5th,Road_6th,Road_7th,Road_8th,Road_9th,Home_1st,Home_2nd,Home_3rd,Home_4th,Home_5th,Home_6th,Home_7th,Home_8th,Home_9th,OT_number,Game_Date,Game_Start,Game_Visitor,Game_Visitor_Points,Game_Home,Game_Home_Points,Game_OT,Season,Road_Minutes_Played,Road_Field_Goals,Road_Field_Goal_Attempts,Road_Field_Goal_Percentage,Road_t3_Point_Field_Goals,Road_t3_Point_Field_Goal_Attempts,Road_t3_Point_Field_Goal_Percentage,Road_Free_Throws,Road_Free_Throw_Attempts,Road_Free_Throw_Percentage,Road_Offensive_Rebounds,Road_Defensive_Rebounds,Road_Total_Rebounds,Road_Assists,Road_Steals,Road_Blocks,Road_Turnovers,Road_Personal_Fouls,Road_Points,Home_Minutes_Played,Home_Field_Goals,Home_Field_Goal_Attempts,Home_Field_Goal_Percentage,Home_t3_Point_Field_Goals,Home_t3_Point_Field_Goal_Attempts,Home_t3_Point_Field_Goal_Percentage,Home_Free_Throws,Home_Free_Throw_Attempts,Home_Free_Throw_Percentage,Home_Offensive_Rebounds,Home_Defensive_Rebounds,Home_Total_Rebounds,Home_Assists,Home_Steals,Home_Blocks,Home_Turnovers,Home_Personal_Fouls,Home_Points,Road_True_Shooting_Percentage,Road_Effective_Field_Goal_Percentage,Road_t3_Point_Attempt_Rate,Road_Free_Throw_Attempt_Rate,Road_Offensive_Rebound_Percentage,Road_Defensive_Rebound_Percentage,Road_Total_Rebound_Percentage,Road_Assist_Percentage,Road_Steal_Percentage,Road_Block_Percentage,Road_Turnover_Percentage,Road_Usage_Percentage,Road_Offensive_Rating,Road_Defensive_Rating,Home_True_Shooting_Percentage,Home_Effective_Field_Goal_Percentage,Home_t3_Point_Attempt_Rate,Home_Free_Throw_Attempt_Rate,Home_Offensive_Rebound_Percentage,Home_Defensive_Rebound_Percentage,Home_Total_Rebound_Percentage,Home_Assist_Percentage,Home_Steal_Percentage,Home_Block_Percentage,Home_Turnover_Percentage,Home_Usage_Percentage,Home_Offensive_Rating,Home_Defensive_Rating,Road_Pace,Road_eFG%,Road_TOV%,Road_ORB%,Road_FT/FGA,Road_ORt,Home_Pace,Home_eFG%,Home_TOV%,Home_ORB%,Home_FT/FGA,Home_ORt
112,22,21,23,17,0,0,0,0,0,22,26,21,10,0,0,0,0,0,0,20091111,7:30 pm,OKC,83,LAC,79,0,2010,14400,35,83,0.4217,3,13,0.2308,10,15,0.6667,12,34,46,20,5,7,13,23,83,14400,28,78,0.359,7,20,0.35,16,22,0.7273,14,29,43,19,6,8,14,17,79,0.46299999999999997,0.44,0.157,0.18100000000000002,29.3,70.8,51.7,57.1,5.8,12.1,12.7,100.0,96.4,91.8,0.451,0.40399999999999997,0.256,0.282,29.2,70.7,48.3,67.9,7.0,11.4,13.8,100.0,91.8,96.4,86.1,0.44,12.7,29.3,0.12,96.4,86.1,0.40399999999999997,13.8,29.2,0.205,91.8
113,27,20,25,30,0,0,0,0,0,27,26,28,27,0,0,0,0,0,0,20091111,7:00 pm,DEN,102,MIL,108,0,2010,14400,35,88,0.3977,5,18,0.2778,27,31,0.871,13,24,37,17,12,5,12,24,102,14400,40,82,0.4878,6,15,0.4,22,25,0.88,11,35,46,20,7,9,18,26,108,0.502,0.426,0.205,0.35200000000000004,27.1,68.6,44.6,48.6,12.4,7.5,10.6,100.0,105.7,112.0,0.581,0.524,0.183,0.305,31.4,72.9,55.4,50.0,7.3,12.9,16.2,100.0,112.0,105.7,96.5,0.426,10.6,27.1,0.307,105.7,96.5,0.524,16.2,31.4,0.268,112.0
114,18,32,35,22,0,0,0,0,0,23,19,19,23,0,0,0,0,0,0,20091111,7:00 pm,POR,107,MIN,84,0,2010,14400,42,76,0.5526,10,25,0.4,13,15,0.8667,6,35,41,30,8,7,14,15,107,14400,34,77,0.4416,6,12,0.5,10,12,0.8333,3,26,29,16,10,4,11,20,84,0.648,0.618,0.32899999999999996,0.19699999999999998,18.8,92.1,58.6,71.4,9.0,10.8,14.5,100.0,120.0,94.2,0.51,0.48100000000000004,0.156,0.156,7.9,81.3,41.4,47.1,11.2,7.8,11.8,100.0,94.2,120.0,89.2,0.618,14.5,18.8,0.171,120.0,89.2,0.48100000000000004,11.8,7.9,0.13,94.2
115,22,21,17,22,0,0,0,0,0,21,19,18,21,0,0,0,0,0,0,20091111,7:30 pm,PHI,82,NJN,79,0,2010,14400,32,82,0.3902,5,20,0.25,13,20,0.65,12,34,46,17,6,7,9,17,82,14400,30,75,0.4,3,14,0.2143,16,20,0.8,8,39,47,16,2,4,14,19,79,0.452,0.42100000000000004,0.244,0.244,23.5,81.0,49.5,53.1,6.9,11.5,9.0,100.0,94.1,90.7,0.47100000000000003,0.42,0.187,0.267,19.0,76.5,50.5,53.3,2.3,6.5,14.3,100.0,90.7,94.1,87.1,0.42100000000000004,9.0,23.5,0.159,94.1,87.1,0.42,14.3,19.0,0.213,90.7
116,23,24,37,30,0,0,0,0,0,25,29,23,24,0,0,0,0,0,0,20091111,7:30 pm,ATL,114,NYK,101,0,2010,14400,44,81,0.5432,6,13,0.4615,20,24,0.8333,9,33,42,23,7,3,15,19,114,14400,40,85,0.4706,5,24,0.2083,16,18,0.8889,9,30,39,18,7,2,16,26,101,0.623,0.58,0.16,0.29600000000000004,23.1,78.6,51.9,52.3,7.2,4.9,14.1,100.0,117.3,103.9,0.5429999999999999,0.5,0.282,0.212,21.4,76.9,48.1,45.0,7.2,2.9,14.7,100.0,103.9,117.3,97.2,0.58,14.1,23.1,0.247,117.3,97.2,0.5,14.7,21.4,0.188,103.9
117,35,31,22,14,0,0,0,0,0,28,23,17,25,0,0,0,0,0,0,20091111,8:00 pm,CLE,102,ORL,93,0,2010,14400,37,77,0.4805,10,14,0.7143,18,23,0.7826,6,36,42,12,8,4,14,25,102,14400,37,82,0.4512,4,18,0.2222,15,25,0.6,7,30,37,9,5,2,10,19,93,0.585,0.545,0.182,0.299,16.7,83.7,53.2,32.4,8.5,6.3,13.8,100.0,109.0,99.3,0.5,0.47600000000000003,0.22,0.305,16.3,83.3,46.8,24.3,5.3,3.2,9.7,100.0,99.3,109.0,93.6,0.545,13.8,16.7,0.23399999999999999,109.0,93.6,0.47600000000000003,9.7,16.3,0.183,99.3
118,29,27,21,27,0,0,0,0,0,40,35,26,23,0,0,0,0,0,0,20091111,8:30 pm,NOH,104,PHO,124,0,2010,14400,38,85,0.4471,8,19,0.4211,20,25,0.8,10,19,29,17,8,3,10,22,104,14400,46,83,0.5542,13,26,0.5,19,24,0.7917,15,30,45,30,3,5,17,23,124,0.542,0.494,0.22399999999999998,0.294,25.0,55.9,39.2,44.7,8.7,5.3,9.4,100.0,112.7,134.4,0.6629999999999999,0.633,0.313,0.289,44.1,75.0,60.8,65.2,3.3,7.6,15.4,100.0,134.4,112.7,92.3,0.494,9.4,25.0,0.235,112.7,92.3,0.633,15.4,44.1,0.22899999999999998,134.4
119,21,17,26,19,0,0,0,0,0,21,30,28,13,0,0,0,0,0,0,20091111,7:30 pm,DAL,83,SAS,92,0,2010,14400,28,79,0.3544,5,15,0.3333,22,27,0.8148,11,36,47,15,6,2,11,19,83,14400,34,80,0.425,14,34,0.4118,10,19,0.5263,10,37,47,21,9,5,13,26,92,0.457,0.386,0.19,0.342,22.9,78.3,50.0,53.6,6.7,4.3,10.8,100.0,93.2,103.3,0.521,0.513,0.425,0.23800000000000002,21.7,77.1,50.0,61.8,10.1,7.8,12.8,100.0,103.3,93.2,89.1,0.386,10.8,22.9,0.278,93.2,89.1,0.513,12.8,21.7,0.125,103.3
120,25,35,18,11,0,0,0,0,0,27,26,24,22,0,0,0,0,0,0,20091111,7:00 pm,CHI,89,TOR,99,0,2010,14400,35,88,0.3977,2,8,0.25,17,21,0.8095,15,31,46,21,7,7,13,17,89,14400,36,88,0.4091,5,20,0.25,22,23,0.9565,11,36,47,17,7,6,15,17,99,0.45799999999999996,0.409,0.091,0.239,29.4,73.8,49.5,60.0,7.4,10.3,11.8,100.0,93.5,104.0,0.504,0.43799999999999994,0.22699999999999998,0.261,26.2,70.6,50.5,47.2,7.4,7.5,13.3,100.0,104.0,93.5,95.2,0.409,11.8,29.4,0.193,93.5,95.2,0.43799999999999994,13.3,26.2,0.25,104.0
121,24,21,26,31,0,0,0,0,0,31,28,33,29,0,0,0,0,0,0,20091112,7:30 pm,PHO,102,LAL,121,0,2010,14400,38,104,0.3654,8,23,0.3478,18,29,0.6207,24,31,55,12,2,1,13,20,102,14400,53,92,0.5761,8,16,0.5,7,18,0.3889,8,42,50,36,5,7,15,23,121,0.43700000000000006,0.40399999999999997,0.221,0.27899999999999997,36.4,79.5,52.4,31.6,1.9,1.3,10.0,100.0,97.8,116.0,0.605,0.62,0.174,0.196,20.5,63.6,47.6,67.9,4.8,8.6,13.1,100.0,116.0,97.8,104.3,0.40399999999999997,10.0,36.4,0.17300000000000001,97.8,104.3,0.62,13.1,20.5,0.076,116.0
122,35,27,30,19,0,0,0,0,0,33,24,27,20,0,0,0,0,0,0,20091112,8:00 pm,CLE,111,MIA,104,0,2010,14400,36,75,0.48,9,19,0.4737,30,40,0.75,5,31,36,16,7,4,11,30,111,14400,35,76,0.4605,7,22,0.3182,27,37,0.7297,7,30,37,13,5,6,10,23,104,0.599,0.54,0.253,0.5329999999999999,14.3,81.6,49.3,44.4,7.4,7.4,10.6,100.0,117.6,110.2,0.564,0.507,0.289,0.48700000000000004,18.4,85.7,50.7,37.1,5.3,10.7,9.8,100.0,110.2,117.6,94.4,0.54,10.6,14.3,0.4,117.6,94.4,0.507,9.8,18.4,0.355,110.2
123,24,17,31,25,0,0,0,0,0,22,20,28,16,0,0,0,0,0,0,20091113,8:00 pm,ATL,97,BOS,86,0,2010,14400,38,84,0.4524,4,15,0.2667,17,23,0.7391,16,31,47,19,7,6,13,20,97,14400,36,73,0.4932,1,15,0.0667,13,19,0.6842,6,23,29,20,6,4,15,23,86,0.515,0.47600000000000003,0.179,0.27399999999999997,41.0,83.8,61.8,50.0,8.0,10.3,12.1,100.0,110.7,98.2,0.529,0.5,0.205,0.26,16.2,59.0,38.2,55.6,6.8,5.8,15.6,100.0,98.2,110.7,87.6,0.47600000000000003,12.1,41.0,0.20199999999999999,110.7,87.6,0.5,15.6,16.2,0.17800000000000002,98.2
124,28,28,8,15,0,0,0,0,0,26,32,29,18,0,0,0,0,0,0,20091113,8:30 pm,LAL,79,DEN,105,0,2010,14400,31,89,0.3483,7,25,0.28,10,16,0.625,16,33,49,19,5,5,16,25,79,14400,37,85,0.4353,6,16,0.375,25,29,0.8621,9,38,47,28,9,3,10,18,105,0.41100000000000003,0.38799999999999996,0.281,0.18,29.6,78.6,51.0,61.3,5.3,7.2,14.3,100.0,83.8,111.3,0.537,0.47100000000000003,0.188,0.341,21.4,70.4,49.0,75.7,9.5,4.7,9.3,100.0,111.3,83.8,94.3,0.38799999999999996,14.3,29.6,0.11199999999999999,83.8,94.3,0.47100000000000003,9.3,21.4,0.294,111.3
125,17,28,29,30,0,0,0,0,0,34,20,20,15,0,0,0,0,0,0,20091113,7:30 pm,TOR,104,LAC,89,0,2010,14400,41,80,0.5125,9,20,0.45,13,15,0.8667,8,26,34,28,5,4,9,23,104,14400,33,70,0.4714,4,18,0.2222,19,27,0.7037,12,24,36,19,5,3,15,16,89,0.6,0.569,0.25,0.188,25.0,68.4,48.6,68.3,6.0,7.7,9.4,100.0,123.9,106.0,0.5429999999999999,0.5,0.257,0.386,31.6,75.0,51.4,57.6,6.0,5.0,15.5,100.0,106.0,123.9,83.9,0.569,9.4,25.0,0.163,123.9,83.9,0.5,15.5,31.6,0.271,106.0
126,22,22,29,16,0,0,0,0,0,22,11,21,23,0,0,0,0,0,0,20091113,7:00 pm,DAL,89,MIN,77,0,2010,14400,34,85,0.4,4,22,0.1818,17,22,0.7727,11,46,57,20,7,12,17,23,89,14400,29,89,0.3258,3,17,0.1765,16,27,0.5926,12,39,51,16,9,3,12,16,77,0.47,0.424,0.259,0.259,22.0,79.3,52.8,58.8,7.1,16.7,15.2,100.0,90.2,78.0,0.382,0.34299999999999997,0.191,0.303,20.7,78.0,47.2,55.2,9.1,4.8,10.6,100.0,78.0,90.2,98.7,0.424,15.2,22.0,0.2,90.2,98.7,0.34299999999999997,10.6,20.7,0.18,78.0
127,14,23,28,21,0,0,0,0,0,12,21,21,24,0,0,0,0,0,0,20091113,7:00 pm,POR,86,NOH,78,0,2010,14400,33,87,0.3793,2,13,0.1538,18,26,0.6923,20,40,60,14,3,7,12,20,86,14400,29,79,0.3671,3,14,0.2143,17,22,0.7727,9,31,40,17,6,5,9,23,78,0.43700000000000006,0.391,0.149,0.299,39.2,81.6,60.0,42.4,3.5,10.8,10.9,100.0,99.0,89.8,0.44,0.386,0.177,0.278,18.4,60.8,40.0,58.6,6.9,6.8,9.2,100.0,89.8,99.0,86.9,0.391,10.9,39.2,0.207,99.0,86.9,0.386,9.2,18.4,0.215,89.8
128,32,34,20,35,0,0,0,0,0,26,26,28,27,0,0,0,0,0,0,20091113,7:30 pm,GSW,121,NYK,107,0,2010,14400,49,84,0.5833,6,18,0.3333,17,23,0.7391,6,31,37,17,12,4,15,21,121,14400,42,86,0.4884,8,22,0.3636,15,19,0.7895,12,25,37,21,7,4,21,21,107,0.643,0.619,0.214,0.27399999999999997,19.4,72.1,50.0,34.7,11.9,6.3,13.7,100.0,119.6,105.7,0.5670000000000001,0.535,0.256,0.221,27.9,80.6,50.0,50.0,6.9,6.1,18.2,100.0,105.7,119.6,101.2,0.619,13.7,19.4,0.20199999999999999,119.6,101.2,0.535,18.2,27.9,0.174,105.7
129,27,15,14,16,0,0,0,0,0,23,19,20,26,0,0,0,0,0,0,20091113,7:00 pm,NJN,72,ORL,88,0,2010,14400,28,85,0.3294,5,17,0.2941,11,13,0.8462,7,37,44,12,6,6,11,21,72,14400,33,74,0.4459,8,27,0.2963,14,25,0.56,8,40,48,16,5,9,15,17,88,0.397,0.359,0.2,0.153,14.9,82.2,47.8,42.9,6.5,12.8,10.8,100.0,78.6,96.0,0.518,0.5,0.365,0.33799999999999997,17.8,85.1,52.2,48.5,5.5,13.2,15.0,100.0,96.0,78.6,91.7,0.359,10.8,14.9,0.129,78.6,91.7,0.5,15.0,17.8,0.18899999999999997,96.0
130,30,34,28,20,0,0,0,0,0,32,18,19,21,0,0,0,0,0,0,20091113,7:00 pm,UTA,112,PHI,90,0,2010,14400,42,82,0.5122,6,11,0.5455,22,24,0.9167,13,31,44,32,9,2,12,15,112,14400,34,71,0.4789,5,18,0.2778,17,23,0.7391,9,24,33,20,5,6,17,22,90,0.605,0.5489999999999999,0.134,0.293,35.1,77.5,57.1,76.2,10.2,3.8,11.5,100.0,126.7,101.8,0.555,0.514,0.254,0.324,22.5,64.9,42.9,58.8,5.7,8.5,17.3,100.0,101.8,126.7,88.4,0.5489999999999999,11.5,35.1,0.268,126.7,88.4,0.514,17.3,22.5,0.239,101.8
131,30,22,25,23,0,0,0,0,0,30,33,19,27,0,0,0,0,0,0,20091113,7:00 pm,HOU,100,SAC,109,0,2010,14400,37,89,0.4157,8,27,0.2963,18,19,0.9474,9,26,35,20,9,6,10,19,100,14400,39,81,0.4815,8,15,0.5333,23,29,0.7931,16,38,54,17,6,5,18,22,109,0.514,0.461,0.303,0.213,19.1,61.9,39.3,54.1,9.5,9.1,9.3,100.0,105.6,115.1,0.581,0.531,0.185,0.358,38.1,80.9,60.7,43.6,6.3,8.1,16.1,100.0,115.1,105.6,94.7,0.461,9.3,19.1,0.20199999999999999,105.6,94.7,0.531,16.1,38.1,0.284,115.1
132,28,27,23,20,0,0,0,0,0,37,28,26,30,0,0,0,0,0,0,20091114,7:00 pm,NOH,98,ATL,121,0,2010,14400,40,91,0.4396,7,27,0.2593,11,18,0.6111,14,27,41,25,7,3,16,22,98,14400,48,88,0.5455,7,20,0.35,18,29,0.6207,17,31,48,27,10,3,14,19,121,0.495,0.478,0.297,0.198,31.1,61.4,46.1,62.5,7.2,4.4,13.9,100.0,100.9,124.6,0.6,0.585,0.22699999999999998,0.33,38.6,68.9,53.9,56.3,10.3,4.7,12.2,100.0,124.6,100.9,97.1,0.478,13.9,31.1,0.121,100.9,97.1,0.585,12.2,38.6,0.205,124.6
133,18,20,17,25,0,0,0,0,0,18,12,21,23,0,0,0,0,0,0,20091114,7:00 pm,POR,80,CHA,74,0,2010,14400,27,64,0.4219,5,20,0.25,21,25,0.84,6,37,43,8,2,6,13,20,80,14400,30,82,0.3659,6,19,0.3158,8,14,0.5714,16,24,40,16,4,5,9,22,74,0.5329999999999999,0.461,0.313,0.391,20.0,69.8,51.8,29.6,2.5,9.5,14.8,100.0,100.7,93.1,0.42,0.402,0.23199999999999998,0.171,30.2,80.0,48.2,53.3,5.0,11.4,9.3,100.0,93.1,100.7,79.4,0.461,14.8,20.0,0.32799999999999996,100.7,79.4,0.402,9.3,30.2,0.098,93.1
134,23,18,18,29,0,0,0,0,0,22,18,23,31,0,0,0,0,0,0,20091114,7:00 pm,PHI,88,CHI,94,0,2010,14400,34,81,0.4198,7,20,0.35,13,21,0.619,10,30,40,19,10,7,16,24,88,14400,35,78,0.4487,3,8,0.375,21,28,0.75,11,34,45,18,4,3,20,18,94,0.488,0.46299999999999997,0.247,0.259,22.7,73.2,47.1,55.9,10.5,10.0,15.1,100.0,92.2,98.5,0.52,0.46799999999999997,0.10300000000000001,0.359,26.8,77.3,52.9,51.4,4.2,4.9,18.1,100.0,98.5,92.2,95.4,0.46299999999999997,15.1,22.7,0.16,92.2,95.4,0.46799999999999997,18.1,26.8,0.26899999999999996,98.5
135,22,32,18,31,0,0,0,0,0,34,25,19,29,0,0,0,0,0,0,20091114,7:30 pm,UTA,103,CLE,107,0,2010,14400,39,74,0.527,3,12,0.25,22,26,0.8462,8,30,38,20,4,4,17,22,103,14400,39,76,0.5132,9,22,0.4091,20,27,0.7407,7,21,28,25,10,6,12,20,107,0.603,0.547,0.162,0.35100000000000003,27.6,81.1,57.6,51.3,4.4,7.4,16.6,100.0,113.0,117.3,0.609,0.5720000000000001,0.289,0.355,18.9,72.4,42.4,64.1,11.0,9.7,12.0,100.0,117.3,113.0,91.2,0.547,16.6,27.6,0.297,113.0,91.2,0.5720000000000001,12.0,18.9,0.263,117.3
136,27,34,18,25,0,0,0,0,0,26,26,32,29,0,0,0,0,0,0,20091114,7:00 pm,BOS,104,IND,113,0,2010,14400,39,82,0.4756,3,12,0.25,23,31,0.7419,14,29,43,18,4,3,14,23,104,14400,40,76,0.5263,9,18,0.5,24,31,0.7742,6,28,34,31,8,7,8,24,113,0.544,0.494,0.146,0.37799999999999995,33.3,82.9,55.8,46.2,4.4,5.2,12.8,100.0,113.7,123.6,0.63,0.586,0.237,0.408,17.1,66.7,44.2,77.5,8.7,10.0,8.2,100.0,123.6,113.7,91.4,0.494,12.8,33.3,0.28,113.7,91.4,0.586,8.2,17.1,0.316,123.6
137,23,22,18,24,0,0,0,0,0,25,20,23,29,0,0,0,0,0,0,20091114,7:00 pm,MIN,87,MEM,97,0,2010,14400,40,83,0.4819,1,15,0.0667,6,9,0.6667,6,30,36,19,8,2,20,22,87,14400,39,80,0.4875,2,14,0.1429,17,20,0.85,12,34,46,20,9,3,21,18,97,0.5,0.488,0.18100000000000002,0.10800000000000001,15.0,71.4,43.9,47.5,8.2,3.0,18.7,100.0,88.7,98.9,0.546,0.5,0.175,0.25,28.6,85.0,56.1,51.3,9.2,4.4,19.1,100.0,98.9,88.7,98.1,0.488,18.7,15.0,0.07200000000000001,88.7,98.1,0.5,19.1,28.6,0.213,98.9
138,19,19,19,23,0,0,0,0,0,17,23,18,23,0,0,0,0,0,0,20091114,7:30 pm,NJN,80,MIA,81,0,2010,14400,30,70,0.4286,4,9,0.4444,16,21,0.7619,9,29,38,11,2,5,12,15,80,14400,33,84,0.3929,4,18,0.2222,11,15,0.7333,15,30,45,22,9,7,7,16,81,0.505,0.457,0.129,0.3,23.1,65.9,45.8,36.7,2.5,7.6,13.2,100.0,100.7,101.9,0.447,0.41700000000000004,0.214,0.179,34.1,76.9,54.2,66.7,11.3,11.5,7.2,100.0,101.9,100.7,79.5,0.457,13.2,23.1,0.22899999999999998,100.7,79.5,0.41700000000000004,7.2,34.1,0.131,101.9
139,30,27,26,42,0,0,0,0,0,21,28,43,37,0,0,0,0,0,0,20091114,7:30 pm,GSW,125,MIL,129,0,2010,14400,46,82,0.561,8,20,0.4,25,28,0.8929,2,29,31,23,9,3,11,24,125,14400,48,91,0.5275,14,24,0.5833,19,30,0.6333,15,31,46,21,5,4,14,22,129,0.6629999999999999,0.61,0.244,0.341,6.1,65.9,40.3,50.0,8.9,4.5,10.4,100.0,123.0,127.0,0.619,0.604,0.264,0.33,34.1,93.9,59.7,43.8,4.9,6.5,11.8,100.0,127.0,123.0,101.6,0.61,10.4,6.1,0.305,123.0,101.6,0.604,11.8,34.1,0.209,127.0
140,25,21,32,23,0,0,0,0,0,25,28,21,24,0,0,0,0,0,0,20091114,7:30 pm,OKC,101,SAS,98,0,2010,14400,36,77,0.4675,2,12,0.1667,27,34,0.7941,10,30,40,16,8,10,14,19,101,14400,37,79,0.4684,3,18,0.1667,21,25,0.84,8,30,38,22,8,3,15,24,98,0.5489999999999999,0.48100000000000004,0.156,0.442,25.0,78.9,51.3,44.4,8.5,16.4,13.2,100.0,107.3,104.2,0.544,0.48700000000000004,0.228,0.316,21.1,75.0,48.7,59.5,8.5,4.6,14.3,100.0,104.2,107.3,94.1,0.48100000000000004,13.2,25.0,0.35100000000000003,107.3,94.1,0.48700000000000004,14.3,21.1,0.266,104.2
141,27,28,23,28,0,0,0,0,0,18,29,33,23,0,0,0,0,0,0,20091114,7:00 pm,DET,106,WAS,103,0,2010,14400,37,81,0.4568,9,19,0.4737,23,32,0.7188,16,28,44,17,4,5,13,23,106,14400,36,79,0.4557,9,17,0.5294,22,25,0.88,13,30,43,25,3,8,16,27,103,0.557,0.512,0.235,0.395,34.8,68.3,50.6,45.9,4.4,8.1,12.0,100.0,117.2,113.9,0.5720000000000001,0.513,0.215,0.316,31.7,65.2,49.4,69.4,3.3,12.9,15.1,100.0,113.9,117.2,90.4,0.512,12.0,34.8,0.284,117.2,90.4,0.513,15.1,31.7,0.278,113.9
142,22,18,31,24,0,0,0,0,0,18,28,20,24,0,0,0,0,0,0,20091115,6:00 pm,DAL,95,DET,90,0,2010,14400,36,82,0.439,7,16,0.4375,16,21,0.7619,11,27,38,25,11,7,7,15,95,14400,38,83,0.4578,2,13,0.1538,12,17,0.7059,12,32,44,12,4,6,13,19,90,0.521,0.48200000000000004,0.195,0.256,25.6,69.2,46.3,69.4,12.7,10.0,7.1,100.0,110.0,104.2,0.49700000000000005,0.47,0.157,0.205,30.8,74.4,53.7,31.6,4.6,9.1,12.6,100.0,104.2,110.0,86.4,0.48200000000000004,7.1,25.6,0.195,110.0,86.4,0.47,12.6,30.8,0.145,104.2
143,23,29,28,21,0,0,0,0,0,29,25,19,18,0,0,0,0,0,0,20091115,6:30 pm,HOU,101,LAL,91,0,2010,14400,38,91,0.4176,9,32,0.2812,16,19,0.8421,13,47,60,27,9,5,19,24,101,14400,32,84,0.381,7,23,0.3043,20,27,0.7407,6,32,38,23,10,10,13,17,91,0.508,0.467,0.35200000000000004,0.209,28.9,88.7,61.2,71.1,8.9,8.2,16.1,100.0,99.6,89.8,0.475,0.423,0.27399999999999997,0.321,11.3,71.1,38.8,71.9,9.9,16.9,11.9,100.0,89.8,99.6,101.4,0.467,16.1,28.9,0.17600000000000002,99.6,101.4,0.423,11.9,11.3,0.23800000000000002,89.8
144,26,23,26,26,0,0,0,0,0,23,18,35,17,0,0,0,0,0,0,20091115,6:00 pm,LAC,101,OKC,93,0,2010,14400,38,79,0.48100000000000004,5,17,0.2941,20,28,0.7143,12,30,42,17,9,4,12,21,101,14400,33,85,0.3882,3,20,0.15,24,29,0.8276,18,30,48,13,7,1,12,25,93,0.5529999999999999,0.513,0.215,0.354,28.6,62.5,46.7,44.7,10.1,6.2,11.6,100.0,113.9,104.8,0.47600000000000003,0.406,0.235,0.341,37.5,71.4,53.3,39.4,7.9,1.6,10.9,100.0,104.8,113.9,88.7,0.513,11.6,28.6,0.253,113.9,88.7,0.406,10.9,37.5,0.282,104.8
145,33,20,26,21,0,0,0,0,0,31,19,27,24,0,0,0,0,0,0,20091115,6:00 pm,TOR,100,PHO,101,0,2010,14400,40,88,0.4545,9,24,0.375,11,14,0.7857,11,28,39,18,6,4,11,20,100,14400,35,78,0.4487,8,24,0.3333,23,27,0.8519,12,34,46,18,3,4,15,16,101,0.531,0.506,0.273,0.159,24.4,70.0,45.9,45.0,6.6,7.4,10.5,100.0,109.9,111.0,0.562,0.5,0.308,0.34600000000000003,30.0,75.6,54.1,51.4,3.3,6.3,14.3,100.0,111.0,109.9,91.0,0.506,10.5,24.4,0.125,109.9,91.0,0.5,14.3,30.0,0.295,111.0
146,28,20,19,18,10,0,0,0,0,20,23,15,27,14,0,0,0,0,1,20091116,7:00 pm,POR,95,ATL,99,1,2010,15900,37,80,0.4625,7,17,0.4118,14,17,0.8235,8,29,37,24,9,2,17,25,95,15900,39,91,0.4286,5,18,0.2778,16,20,0.8,15,32,47,20,7,5,14,17,99,0.5429999999999999,0.506,0.213,0.213,20.0,65.9,44.0,64.9,9.5,2.7,16.3,100.0,100.7,105.0,0.496,0.456,0.198,0.22,34.1,80.0,56.0,51.3,7.4,7.9,12.3,100.0,105.0,100.7,85.4,0.506,16.3,20.0,0.175,100.7,85.4,0.456,12.3,34.1,0.17600000000000002,105.0
147,33,33,19,19,11,0,0,0,0,28,26,28,22,9,0,0,0,0,1,20091116,7:00 pm,DAL,115,MIL,113,1,2010,15900,44,86,0.5116,10,20,0.5,17,22,0.7727,9,39,48,28,5,3,15,19,115,15900,44,99,0.4444,14,27,0.5185,11,17,0.6471,14,33,47,26,10,4,10,21,113,0.601,0.57,0.233,0.256,21.4,73.6,50.5,63.6,5.0,4.2,13.6,100.0,114.8,112.8,0.531,0.515,0.273,0.172,26.4,78.6,49.5,59.1,10.0,6.1,8.6,100.0,112.8,114.8,90.8,0.57,13.6,21.4,0.198,114.8,90.8,0.515,8.6,26.4,0.111,112.8
148,21,31,16,23,0,0,0,0,0,25,25,26,21,0,0,0,0,0,0,20091116,7:00 pm,CHA,91,ORL,97,0,2010,14400,36,71,0.507,4,14,0.2857,15,26,0.5769,4,30,34,17,9,1,16,26,91,14400,33,77,0.4286,11,32,0.3438,20,31,0.6452,13,28,41,19,8,2,13,22,97,0.552,0.535,0.19699999999999998,0.366,12.5,69.8,45.3,47.2,10.0,2.2,16.3,100.0,100.6,107.3,0.535,0.5,0.41600000000000004,0.40299999999999997,30.2,87.5,54.7,57.6,8.8,3.5,12.5,100.0,107.3,100.6,90.4,0.535,16.3,12.5,0.21100000000000002,100.6,90.4,0.5,12.5,30.2,0.26,107.3
149,30,25,24,29,0,0,0,0,0,35,31,24,24,0,0,0,0,0,0,20091117,7:00 pm,GSW,108,CLE,114,0,2010,14400,41,88,0.4659,9,24,0.375,17,22,0.7727,12,25,37,24,7,2,14,17,108,14400,46,79,0.5823,9,20,0.45,13,17,0.7647,6,28,34,24,10,7,16,18,114,0.5529999999999999,0.517,0.273,0.25,30.0,80.6,52.1,58.5,7.3,3.4,12.5,100.0,113.3,119.6,0.659,0.639,0.253,0.215,19.4,70.0,47.9,52.2,10.5,10.9,15.6,100.0,119.6,113.3,95.3,0.517,12.5,30.0,0.193,113.3,95.3,0.639,15.6,19.4,0.165,119.6
